n_nodes,algorithm,FND_mean,FND_std,HND_mean,HND_std,LND_mean,LND_std,avg_energy_consumed_per_round_mean,avg_energy_consumed_per_round_std,elapsed_seconds_mean,elapsed_seconds_std
80,omf,385.7,46.51415555147343,1061.7,14.674619056195102,1684.0,42.455205151364474,0.023766277246148153,0.0005868384282447387,864.0096743699862,302.6377272399259
80,nsga,355.3,49.23650407302831,1072.1,30.005369889775103,1670.3,35.993980978306176,0.02395769775844192,0.0005108804578936498,1286.876066989987,29.9892960380208
80,pso,334.2,82.788619722493,1076.0,16.51262143533445,1636.3,49.78185747170683,0.02446614520245103,0.0007582099905559365,1593.3594270499889,73.72576382526694
100,omf,445.7,74.14557752601748,1081.2,21.03330692021585,1669.5,61.63738043319708,0.029986468653208632,0.00112589621131713,1474.5274339100056,231.43121636712465
100,nsga,377.3,54.127524318861,1075.4,13.91402170474087,1693.5,68.22226746288764,0.029566055080430177,0.0011429243086245675,1085.912004479993,55.24318798005032
100,pso,312.1,90.93153712790983,1092.4,14.878769363686562,1638.7,95.99195568148174,0.030606017227155356,0.0017874590515922076,1563.4315850700018,109.23853787574657
150,omf,530.7,56.35019471523097,1110.5,15.700318468107582,1650.3,92.25453918371713,0.045574493796533194,0.0025520736599247396,2177.249462120002,298.5588193002117
150,nsga,451.2,70.59713560446738,1112.2,9.840957496323437,1688.4,71.92310708898312,0.044493887874819185,0.0019098576086771413,1663.168964779988,115.9250486541603
150,pso,272.9,68.9934779526297,1121.2,13.138577633146678,1661.1,71.79670373120668,0.04522857022574789,0.002000130635090785,1827.8512231599889,170.2787197591521
